area_name,area_km2,C_extracted,C_extracted_SD,C_extracted_lowCI,C_extracted_lowIQR,C_extracted_median,C_extracted_highIQR,C_extracted_highCI,C_extracted_1960_64,C_extracted_SD_1960_64,C_extracted_lowCI_1960_64,C_extracted_lowIQR_1960_64,C_extracted_median_1960_64,C_extracted_highIQR_1960_64,C_extracted_highCI_1960_64,C_extracted_1993_97,C_extracted_SD_1993_97,C_extracted_lowCI_1993_97,C_extracted_lowIQR_1993_97,C_extracted_median_1993_97,C_extracted_highIQR_1993_97,C_extracted_highCI_1993_97,C_extracted_2014_18,C_extracted_SD_2014_18,C_extracted_lowCI_2014_18,C_extracted_lowIQR_2014_18,C_extracted_median_2014_18,C_extracted_highIQR_2014_18,C_extracted_highCI_2014_18,N_extracted,N_extracted_SD,N_extracted_lowCI,N_extracted_lowIQR,N_extracted_median,N_extracted_highIQR,N_extracted_highCI,N_extracted_1960_64,N_extracted_SD_1960_64,N_extracted_lowCI_1960_64,N_extracted_lowIQR_1960_64,N_extracted_median_1960_64,N_extracted_highIQR_1960_64,N_extracted_highCI_1960_64,N_extracted_1993_97,N_extracted_SD_1993_97,N_extracted_lowCI_1993_97,N_extracted_lowIQR_1993_97,N_extracted_median_1993_97,N_extracted_highIQR_1993_97,N_extracted_highCI_1993_97,N_extracted_2014_18,N_extracted_SD_2014_18,N_extracted_lowCI_2014_18,N_extracted_lowIQR_2014_18,N_extracted_median_2014_18,N_extracted_highIQR_2014_18,N_extracted_highCI_2014_18,P_extracted,P_extracted_SD,P_extracted_lowCI,P_extracted_lowIQR,P_extracted_median,P_extracted_highIQR,P_extracted_highCI,P_extracted_1960_64,P_extracted_SD_1960_64,P_extracted_lowCI_1960_64,P_extracted_lowIQR_1960_64,P_extracted_median_1960_64,P_extracted_highIQR_1960_64,P_extracted_highCI_1960_64,P_extracted_1993_97,P_extracted_SD_1993_97,P_extracted_lowCI_1993_97,P_extracted_lowIQR_1993_97,P_extracted_median_1993_97,P_extracted_highIQR_1993_97,P_extracted_highCI_1993_97,P_extracted_2014_18,P_extracted_SD_2014_18,P_extracted_lowCI_2014_18,P_extracted_lowIQR_2014_18,P_extracted_median_2014_18,P_extracted_highIQR_2014_18,P_extracted_highCI_2014_18,C_extracted_perSqKm,C_extracted_perSqKm_SD,C_extracted_perSqKm_1960_64,C_extracted_1960_64_perSqKm_SD,C_extracted_perSqKm_1993_97,C_extracted_1993_97_perSqKm_SD,C_extracted_perSqKm_2014_18,C_extracted_2014_18_perSqKm_SD,N_extracted_perSqKm,N_extracted_perSqKm_SD,N_extracted_perSqKm_1960_64,N_extracted_1960_64_perSqKm_SD,N_extracted_perSqKm_1993_97,N_extracted_1993_97_perSqKm_SD,N_extracted_perSqKm_2014_18,N_extracted_2014_18_perSqKm_SD,P_extracted_perSqKm,P_extracted_perSqKm_SD,P_extracted_perSqKm_1960_64,P_extracted_1960_64_perSqKm_SD,P_extracted_perSqKm_1993_97,P_extracted_1993_97_perSqKm_SD,P_extracted_perSqKm_2014_18,P_extracted_2014_18_perSqKm_SD,C_extracted_perSqKm_60s_90s,C_extracted_perSqKm_90s_10s,N_extracted_perSqKm_60s_90s,N_extracted_perSqKm_90s_10s,P_extracted_perSqKm_60s_90s,P_extracted_perSqKm_90s_10s
Thailand (Gulf of Thailand),179156.45,4957149.015,19150.9765,4919631.621,4944703.102,4957634.303,4971452.772,4990217.794,25822.26088,711.4964762,24589.4484,25344.2262,25754.6607,26271.27278,27344.07756,558951.641,5918.06999,548383.3581,553577.0229,559274.1186,562966.2335,568514.206,456418.4039,5558.010113,445159.3463,452977.9889,456060.3294,459352.6943,468360.8111,1338233.103,3028.548939,1332539.626,1336057.846,1338170.286,1340241.162,1343779.665,7048.052422,132.8274901,6808.463682,6958.982238,7054.667734,7131.547465,7299.030146,150603.5253,1130.781902,149004.8432,149651.4931,150470.3984,151514.2058,152681.1318,124329.1965,1006.062986,122703.7911,123584.9359,124287.9107,124978.2427,126364.6492,308608.0828,2824.827968,303457.5805,306701.1287,308624.0066,310698.5926,313714.6892,1303.845389,87.39312172,1169.354679,1236.225595,1304.212895,1363.84552,1484.453672,35447.33908,931.334949,34002.25898,34730.27472,35412.75891,35976.73053,37438.83025,27988.9516,763.2150639,26460.40109,27495.00625,27963.51597,28536.41628,29247.59486,27.66938626,0.106895267,0.144132466,0.00397137,3.119907997,0.033032972,2.547596829,0.031023221,7.469633959,0.016904493,0.03934021,0.000741405,0.840625751,0.006311701,0.693969971,0.005615555,1.722561944,0.015767381,0.007277692,0.000487803,0.197856896,0.005198445,0.156226313,0.004260048,2064.611548,-18.34384759,2036.810515,-17.44602508,2618.676568,-21.04075418
Timor Leste,78231.77,37484.40037,422.8796909,36722.05737,37181.09551,37528.2134,37706.36098,38351.84734,2.205492205,0.053941816,2.102487629,2.164982638,2.202413313,2.248087779,2.303567686,8366.39755,166.1005539,8024.559375,8232.931547,8373.672739,8477.597447,8651.822418,58.79807122,0.73561894,57.59427212,58.25591674,58.78549906,59.33241827,60.08485137,9092.051967,63.23693788,8992.300084,9046.866925,9089.084343,9133.912556,9230.617977,0.541855607,0.019652061,0.509657842,0.527167482,0.541002141,0.556756924,0.579822503,2049.109882,27.68510372,1999.379697,2027.324575,2045.650333,2068.197446,2098.345747,13.94338598,0.028359562,13.89477669,13.92231985,13.94128832,13.96256422,13.99827045,1480.779907,47.52319199,1382.439465,1455.231843,1477.98606,1505.985828,1570.713587,0.109314606,0.006292265,0.098873094,0.104162922,0.108771098,0.113064486,0.123631077,338.6115488,23.84057035,296.4424345,320.6473634,337.6651044,359.0372842,376.2813793,2.001454309,0.07572833,1.851737347,1.952993451,2.010027451,2.053489269,2.121081471,0.479145498,0.005405473,2.82E-05,6.90E-07,0.106943733,0.002123185,0.000751588,9.40E-06,0.116219433,0.000808328,6.93E-06,2.51E-07,0.02619281,0.000353886,0.000178232,3.63E-07,0.018928115,0.000607467,1.40E-06,8.04E-08,0.004328313,0.000304743,2.56E-05,9.68E-07,379243.7824,-99.2972116,378065.3,-99.31953937,309658.7433,-99.4089232
Togo,15441.66,127459.5383,1437.330079,125159.9464,126412.9409,127429.2456,128377.7766,130514.8197,633.2498729,11.14035825,612.3948987,625.4148283,633.6340157,640.8163927,652.8020626,12362.44169,318.179554,11786.05633,12164.17991,12346.04661,12599.89771,12967.08833,17901.64184,902.9766683,16083.94194,17355.32097,17885.16144,18598.49991,19567.17826,31839.50312,283.6202226,31263.62072,31654.99869,31864.95699,32034.42386,32298.77657,155.5428819,0.801572916,154.1972171,155.0195833,155.4517363,156.0607785,157.1870874,3091.13075,50.84475343,2999.145142,3057.083998,3084.969005,3129.582544,3192.92798,4462.323228,159.0956511,4140.330106,4358.897014,4462.965298,4570.580886,4767.06438,7714.462372,166.8896564,7435.054278,7591.346559,7694.787945,7822.339532,8060.583273,23.69421234,1.394872291,20.92188289,22.92650863,23.72339768,24.56425195,26.49416194,759.3453383,35.63211598,686.2123155,735.50152,757.2958926,785.6096568,823.579039,1095.09559,106.4978645,927.913856,1025.739956,1072.543261,1165.660747,1333.197937,8.254264003,0.093081319,0.041009184,0.000721448,0.800590202,0.020605269,1.159308121,0.058476658,2.061922301,0.018367211,0.010072938,5.19E-05,0.200181247,0.0032927,0.288979503,0.010303015,0.499587633,0.010807754,0.001534434,9.03E-05,0.049175111,0.002307531,0.070918256,0.006896789,1852.221741,44.80668365,1887.317396,44.35892845,3104.771391,44.21575198
Tokelau (New Zealand),319049.5,73190.13357,460.3885003,72335.86848,72870.9637,73131.53384,73565.11633,74112.98662,1776.435731,20.16026908,1728.884172,1764.287175,1777.403169,1789.309221,1810.772655,2708.477448,43.79272886,2620.79905,2678.170927,2707.705678,2734.72649,2786.602538,29663.58086,216.1428054,29254.48822,29501.07681,29689.54605,29801.77872,30079.58508,17440.51394,77.25141631,17304.76929,17393.75787,17436.34339,17476.12109,17602.07452,425.7169613,1.046923296,423.4815126,425.1510304,425.6188554,426.5349351,427.7177979,650.0475473,5.79212704,638.9416804,645.7466322,650.0819779,654.0743329,660.315722,6968.081753,9.827786857,6949.883385,6960.903139,6967.795023,6975.216652,6987.007,2709.456768,51.01824052,2624.654098,2673.47141,2705.369288,2739.133979,2818.967451,62.46638987,2.453923185,58.01237602,60.93391481,62.26098916,64.07234805,67.32668089,98.82209431,4.267193043,91.24973197,95.88533204,98.75105424,101.5044363,106.870971,995.5107858,21.50272815,960.0078122,979.8529006,994.500426,1011.008416,1034.055432,0.229400559,0.001443,0.0055679,6.32E-05,0.008489208,0.00013726,0.092974855,0.000677459,0.054663975,0.00024213,0.001334329,3.28E-06,0.00203745,1.82E-05,0.021840127,3.08E-05,0.008492277,0.000159907,0.000195789,7.69E-06,0.000309739,1.34E-05,0.003120239,6.74E-05,52.46695401,995.2123997,52.6947729,971.9341657,58.20042508,907.3767337
Tonga,664752.1,18868.10598,377.5864932,18179.04874,18586.02658,18879.28755,19155.14531,19548.37534,1333.685007,51.39487062,1253.032661,1300.610648,1328.82473,1362.696368,1464.16535,563.638538,26.79343989,517.2370129,542.8359357,564.4383368,582.2026186,615.2616974,2339.551798,19.62070559,2301.561693,2326.545137,2338.316241,2355.358158,2375.004857,4664.647677,69.16295665,4531.937703,4616.597979,4661.642303,4717.018101,4793.317527,323.9662331,6.729186539,312.8849248,319.1886906,323.7921805,327.4491714,338.2053497,138.0604703,4.94445999,129.7093098,134.2915012,137.9901126,141.5957899,146.5804525,571.0642182,2.042120033,567.5038393,569.5929648,571.0134808,572.3175554,575.1109301,958.5310084,44.64059525,871.6418358,923.53494,960.9426844,989.5122738,1036.349688,57.07490214,4.568269326,48.86836026,53.64358496,56.76508308,60.52637841,65.67640175,25.84410181,3.702352865,19.93558213,22.91072963,25.88543714,28.05937507,33.38202799,87.82290544,1.933448911,84.04592781,86.42090258,87.89795113,89.47873798,91.08133158,0.028383673,0.000568011,0.002006289,7.73E-05,0.000847893,4.03E-05,0.003519435,2.95E-05,0.007017124,0.000104043,0.000487349,1.01E-05,0.000207687,7.44E-06,0.000859063,3.07E-06,0.001441938,6.72E-05,8.59E-05,6.87E-06,3.89E-05,5.57E-06,0.000132114,2.91E-06,-57.73825641,315.0801693,-57.38430238,313.6334006,-54.71897306,239.8179827
Trindade & Martim Vaz Isl. (Brazil),468600.23,161854.3997,6023.448388,148817.3167,157310.4702,161939.0692,165865.3345,172522.7369,1915.199091,77.53653719,1780.183956,1850.844337,1913.75969,1962.662995,2070.021353,29037.58419,3100.51987,24038.18247,26340.515,29104.64469,30894.42765,35784.89348,4662.639993,335.1940533,4031.918246,4446.084737,4619.540497,4906.228658,5300.399427,40348.94684,1012.286014,38151.17673,39772.7313,40322.46047,41060.42643,42315.96294,465.1023401,3.901158307,458.2683137,462.6098062,464.6480848,467.8736892,472.9609846,7217.669643,544.9884552,6084.952265,6816.742331,7201.990638,7599.768245,8183.084955,1179.627176,70.95488462,1015.997238,1145.684058,1183.587725,1217.252809,1300.150138,9780.968066,624.480057,8737.867669,9349.852468,9746.165212,10214.71671,10959.54048,71.25423077,8.150443562,54.82417822,66.17611277,71.54867279,76.42475112,87.14147038,1803.608071,334.7006997,1200.397625,1572.237299,1808.606733,2020.753608,2381.174709,272.2915184,43.02310266,190.8334752,248.6790414,272.4889134,295.300686,360.0696989,0.345399744,0.01285413,0.004087064,0.000165464,0.061966645,0.006616556,0.009950144,0.000715309,0.086105265,0.002160234,0.000992535,8.33E-06,0.015402617,0.001163014,0.002517342,0.000151419,0.020872734,0.00133265,0.000152058,1.74E-05,0.003848927,0.000714256,0.000581074,9.18E-05,1416.165308,-83.94274137,1451.84548,-83.65639833,2431.229447,-84.90295521
Trinidad & Tobago,80219.01,58187.12334,767.7284733,56742.19432,57672.34547,58143.12985,58733.39262,59831.89969,361.4319466,8.428806833,345.8606213,354.9887188,360.6912786,368.2134609,376.5230575,5856.488321,238.5320081,5391.844331,5678.030659,5854.452804,6045.116466,6296.562734,2751.796463,67.03912708,2639.135868,2697.638638,2749.171105,2798.926113,2872.279419,15360.3647,154.0629546,15091.53609,15269.37415,15352.00482,15451.44979,15676.99654,93.65233862,1.859413869,90.71961959,92.16401658,93.44842146,94.82734052,96.9508363,1545.632511,42.97886833,1446.511734,1517.780646,1539.444039,1574.293118,1624.917697,747.3104487,12.32570308,719.9850024,740.088001,749.3570173,755.4413015,767.9857227,3363.095211,115.4999859,3173.230364,3272.576501,3355.21396,3441.811036,3600.221238,20.60013832,0.764460228,19.29398081,20.11975903,20.57767566,21.08129575,22.24155588,344.1204911,25.69561175,299.3442351,323.9167481,346.5283714,360.7928676,404.6034239,151.3287825,8.420847967,136.7351564,145.7013738,151.4362835,156.9363944,167.5020342,0.725353296,0.009570406,0.004505565,0.000105072,0.07300624,0.00297351,0.034303546,0.000835701,0.191480357,0.001920529,0.001167458,2.32E-05,0.019267659,0.000535769,0.009315877,0.000153651,0.041923918,0.001439808,0.000256799,9.53E-06,0.004289762,0.000320318,0.001886445,0.000104973,1520.357131,-53.01285835,1550.393929,-51.65018572,1570.476605,-56.02447793
Tristan da Cunha Isl. (UK),813828.74,4958.826255,102.866428,4782.131154,4884.847508,4950.474787,5033.445144,5144.871869,390.0366024,32.72343413,329.9386146,364.5841811,389.3802236,412.9063445,456.0748021,212.4866637,17.77291059,181.2766316,200.1363889,213.9064489,225.7086644,243.9200855,761.9991114,37.28372413,697.0851366,732.6654481,762.9966388,789.5672844,830.9409547,1244.626412,22.38716995,1198.77854,1232.277626,1247.13166,1258.603227,1281.93244,99.89161232,6.991439982,86.31347221,95.62947325,99.63539878,104.6701855,112.2381703,53.56705279,3.490191718,46.28250231,51.30627376,53.41490256,55.79135032,60.38229604,188.2973854,6.35343708,176.7807462,184.1780572,187.9021012,191.9084065,201.7614715,181.2989407,6.25632407,168.2034374,177.271578,181.126266,185.2657213,192.907844,13.15234156,1.954913944,9.868867665,11.86127829,12.963863,14.07542089,17.15444543,7.455708218,1.029568058,5.77607348,6.614548719,7.388033994,8.072648281,9.544387876,34.59064546,3.040991745,29.19113154,32.64400199,34.17510779,36.33010288,41.31385268,0.006093206,0.000126398,0.000479261,4.02E-05,0.000261095,2.18E-05,0.000936314,4.58E-05,0.001529347,2.75E-05,0.000122743,8.59E-06,6.58E-05,4.29E-06,0.000231372,7.81E-06,0.000222773,7.69E-06,1.62E-05,2.40E-06,9.16E-06,1.27E-06,4.25E-05,3.74E-06,-45.52135301,258.6103231,-46.37482413,251.5171652,-43.31269316,363.9484869
Tromelin Isl. (France),273526.44,5666.349292,40.07898166,5597.648955,5636.3663,5668.455187,5687.305827,5746.046362,507.2255011,8.860440048,491.0743131,501.2921967,507.9893508,513.4552165,523.2527527,36.18641921,0.794416696,34.68442338,35.63347623,36.15391565,36.78290091,37.60917129,92.32288882,2.059571829,88.42851476,90.86043087,92.17391943,93.65497107,96.15995465,1407.781886,5.0041271,1398.161072,1404.464822,1407.409267,1410.884852,1417.067019,124.7233045,0.761568694,123.2089161,124.2599852,124.7529383,125.2024891,126.2701527,8.93665357,0.08264567,8.800123073,8.882430638,8.92883529,8.991182565,9.115727509,22.76370948,0.251602254,22.27820722,22.583588,22.79723477,22.97834495,23.16044453,237.0993424,5.337813992,227.8712308,232.7508617,236.7612582,240.7020644,247.2158088,19.98718584,1.07125669,18.09777467,19.33488798,19.90806818,20.58798957,22.27033598,1.428398455,0.110695902,1.27086115,1.339223897,1.415713525,1.505805879,1.658810879,3.73274449,0.274346942,3.13924367,3.570618453,3.759677272,3.911370347,4.187344108,0.020715911,0.000146527,0.001854393,3.24E-05,0.000132296,2.90E-06,0.000337528,7.53E-06,0.005146785,1.83E-05,0.000455983,2.78E-06,3.27E-05,3.02E-07,8.32E-05,9.20E-07,0.000866824,1.95E-05,7.31E-05,3.92E-06,5.22E-06,4.05E-07,1.36E-05,1.00E-06,-92.86581232,155.1313196,-92.83481655,154.722971,-92.85342886,161.3237558
Tunisia,99890.69,557561.8506,3099.231582,551162.7567,555323.6081,557984.2848,559561.6625,562789.8803,23858.06672,273.4029022,23252.64662,23702.35121,23893.02202,24035.53831,24413.8656,53614.97523,992.394208,51941.51226,52915.02725,53552.94267,54252.56478,55299.69535,53134.1855,1099.431205,50731.28943,52558.02642,53347.20479,53814.40317,55167.17472,139324.4614,581.9391135,137951.1774,138896.4696,139380.4712,139728.0778,140317.8066,5769.327029,65.16123833,5652.141345,5726.543757,5773.63949,5810.527882,5890.780773,13437.4134,159.1490873,13197.95264,13307.90934,13416.08221,13549.03613,13736.45201,13395.32292,205.6484844,13042.01533,13253.59998,13388.49204,13539.31854,13809.17627,32403.39693,331.8874295,31822.27938,32180.64813,32348.72558,32615.32245,33028.08095,1413.6327,44.42344113,1331.348492,1388.610611,1414.745055,1439.846529,1502.57065,3063.806227,92.84764254,2881.832874,3005.973371,3074.96632,3125.520152,3209.632509,3130.640293,103.5777209,2974.401786,3054.404067,3114.87622,3189.073147,3373.056996,5.581719884,0.031026231,0.238841745,0.002737021,0.536736459,0.009934802,0.5319233,0.011006343,1.394769236,0.005825759,0.057756404,0.000652325,0.134521179,0.001593232,0.134099814,0.002058735,0.324388558,0.003322506,0.014151796,0.000444721,0.030671589,0.000929492,0.031340661,0.001036911,124.7247267,-0.896745225,132.9112794,-0.313233437,116.7328349,2.18140643
Turkey (Black Sea),172486.33,2597691.75,11863.9274,2576757.724,2587765.822,2598667.822,2605406.104,2620986.85,53320.90169,1146.828543,51180.36216,52549.82144,53379.61436,54140.70042,55454.8005,318220.2352,4900.284376,309596.3717,314878.809,317607.0667,321326.8094,329515.4127,167588.9865,2431.844578,163132.8451,165980.6075,167568.0922,169020.6473,172195.295,626211.8101,8364.756563,608634.825,620489.9903,626163.354,633105.3218,640535.3485,13148.0372,399.5675611,12339.80041,12947.59704,13160.02068,13394.25408,13843.8963,75255.80778,3009.752464,69885.70299,73187.84527,75080.43027,77592.90368,80821.33937,39616.75929,1168.732205,37593.38084,38786.23465,39678.36345,40373.01944,41766.54357,173133.1789,6451.287913,159382.4144,168914.6866,173067.5969,177111.6814,186463.3471,3161.920666,288.7742783,2737.099665,2951.223701,3124.825395,3340.122685,3751.709315,21679.08137,2468.43394,17355.14461,20065.05282,21501.81646,23227.85108,26592.47534,9763.779622,831.9634637,8411.766864,9149.535329,9657.326867,10288.89871,11525.71668,15.06027608,0.068781841,0.309131174,0.006648808,1.844901188,0.028409697,0.971607353,0.014098767,3.630501096,0.048495185,0.076226546,0.002316517,0.436300128,0.017449223,0.229680574,0.006775796,1.003750146,0.037401734,0.018331428,0.001674186,0.125685794,0.014310896,0.056606107,0.004823359,496.8020516,-47.33553432,472.3729452,-47.35720677,585.6301489,-54.96220778
Turkey (Marmara Sea),11653.16,356239.005,2157.822831,352200.544,354656.097,356452.7036,357620.5229,360397.7616,13847.82891,330.5616026,13296.26682,13591.28999,13813.1099,14066.70661,14501.97744,34641.71003,455.291511,33825.84492,34328.28326,34610.27957,34963.44756,35434.51597,32559.76005,603.4630565,31630.17642,32179.29793,32518.40283,32914.01492,33534.96616,86384.57097,740.4690323,85261.1894,85818.82045,86368.16502,86745.42579,87829.37381,3399.095073,87.05253558,3245.401873,3343.518831,3391.993787,3455.677132,3585.564006,8181.335494,194.5707714,7773.280557,8075.187495,8163.207811,8270.198017,8567.75897,7794.059929,480.389377,7022.525607,7484.233268,7728.739343,8040.747826,8781.258888,22034.63228,526.0451511,21140.96006,21660.99833,21934.48035,22346.785,23175.05122,809.834253,67.93564182,676.9446109,768.4638213,810.547724,847.0662012,924.8588542,2046.888837,154.3337337,1790.153417,1943.247227,2022.336265,2148.239036,2392.561572,2154.581509,315.0359242,1682.243165,1909.997198,2134.398321,2358.555249,2747.042681,30.57016337,0.185170617,1.188332514,0.028366692,2.972731005,0.039070219,2.794071312,0.051785357,7.412973903,0.063542338,0.291688698,0.007470294,0.702070125,0.016696825,0.668836601,0.041223958,1.890871857,0.045141846,0.06949482,0.005829804,0.175650968,0.013243938,0.184892468,0.027034377,150.1598644,-6.009951535,140.6915758,-4.733647283,152.7540456,5.261285815
Turkey (Mediterranean Sea),78083.39,368939.0914,3308.990294,363245.7414,366803.5543,368769.4399,370463.9512,377070.8892,4262.306594,102.1635323,4081.004192,4194.56311,4258.693943,4316.734106,4455.892799,53323.92863,640.1423319,52048.64877,52976.26932,53371.10953,53695.79744,54385.14922,41520.92823,570.2288731,40314.32528,41163.26061,41552.1238,41904.68607,42572.73732,87469.45671,710.3766259,86143.91934,87035.65236,87394.57903,88000.15296,88789.11847,1045.452246,31.7993141,996.0176484,1019.663916,1048.106703,1067.99729,1101.6298,12513.63296,251.6843416,11932.37494,12358.27185,12545.37035,12686.77607,12945.53338,9752.948363,312.8379509,9193.137155,9520.851973,9712.349632,9985.626284,10358.0972,21270.63039,281.6424899,20844.53675,21101.57095,21234.3349,21456.59143,21806.22965,248.6537359,19.15722781,218.0236011,234.8178143,247.766749,261.144058,290.6197595,3189.411702,104.9218414,3024.051315,3119.086715,3171.923876,3244.020432,3409.912751,2593.54317,211.147173,2246.758569,2430.361435,2599.442707,2734.280856,2993.310949,4.724936909,0.042377646,0.054586598,0.00130839,0.68291001,0.008198188,0.531751096,0.007302819,1.120205676,0.009097666,0.01338892,0.000407248,0.160259858,0.003223276,0.124904264,0.00400646,0.272409156,0.003606945,0.003184464,0.000245343,0.040846225,0.001343715,0.033215043,0.002704124,1151.058024,-22.13452891,1096.958829,-22.06141582,1182.671942,-18.68270979
Turks & Caicos Isl. (UK),90827.66,1431.826044,11.30771919,1412.835348,1423.360331,1430.066812,1439.515967,1455.239772,148.1321576,4.603472976,139.5379914,145.0167136,148.6458859,150.9674604,157.3753152,28.50614181,1.495980814,25.65242261,27.47690879,28.63564647,29.38603889,31.28827694,24.49094334,1.124965851,22.32622783,23.78440958,24.4725274,25.18464534,26.46372777,383.1561002,2.17172766,378.6440371,381.728705,383.0759032,384.5131736,387.2503236,40.52495403,0.813376825,39.19998933,39.84457222,40.51099777,41.07684252,42.13351446,8.031425294,0.145992781,7.797954121,7.921465839,8.02334757,8.118493221,8.327962675,6.861935488,0.068589187,6.747237189,6.818180554,6.85319869,6.906305379,6.997706007,93.60630801,1.553666799,90.56518775,92.62933236,93.54956953,94.59589868,96.55544219,10.31826367,0.57056101,9.364337927,9.915496402,10.24165783,10.59995092,11.4960417,1.048956255,0.137511469,0.807179265,0.961171321,1.034326574,1.141251743,1.315715831,0.829425359,0.087731984,0.682822207,0.769884742,0.824812984,0.881457407,1.016596822,0.015764207,0.000124496,0.001630915,5.07E-05,0.000313849,1.65E-05,0.000269642,1.24E-05,0.004218496,2.39E-05,0.000446174,8.96E-06,8.84E-05,1.61E-06,7.55E-05,7.55E-07,0.001030593,1.71E-05,0.000113603,6.28E-06,1.15E-05,1.51E-06,9.13E-06,9.66E-07,-80.75627718,-14.08538024,-80.18153139,-14.56142294,-89.83398477,-20.92850823
Tuvalu,751759.31,196656.5824,729.6974489,195307.5705,196121.5151,196712.6325,197162.1023,198010.239,3654.395071,124.0274264,3442.665606,3565.62214,3653.0881,3756.417588,3862.091103,6534.106583,100.3709986,6362.670227,6464.245995,6540.455923,6615.0746,6730.583683,72938.26353,530.5731335,71971.70967,72548.61856,72908.41842,73350.66723,73993.69395,46626.5182,70.78936292,46482.85015,46582.34736,46626.32332,46671.13047,46762.63094,878.6735596,17.68013144,847.2501827,865.1449657,880.594065,889.7865837,914.3815649,1547.830882,15.36633054,1522.05544,1536.243525,1548.330009,1557.814184,1578.682845,17190.18627,17.6082018,17159.52104,17178.49948,17188.73375,17202.27743,17223.13107,6869.801797,74.06729427,6732.310922,6822.152501,6873.051731,6914.45586,6999.086776,152.8061308,12.70197763,129.0696091,144.5241046,152.1901831,159.4879126,177.2971,229.3476325,13.37347104,209.3341299,219.8882241,227.0618174,237.4737544,261.4972348,2435.701168,47.11490272,2326.912489,2415.796574,2437.173771,2466.06601,2518.542675,0.261595141,0.000970653,0.004861124,0.000164983,0.008691753,0.000133515,0.097023426,0.000705775,0.0620232,9.42E-05,0.001168823,2.35E-05,0.002058945,2.04E-05,0.022866609,2.34E-05,0.0091383,9.85E-05,0.000203265,1.69E-05,0.000305081,1.78E-05,0.003240001,6.27E-05,78.80131884,1016.269877,76.15539528,1010.598481,50.09059604,962.0127797
US Virgin Isl.,38260.94,1152.384946,10.61107719,1133.093989,1145.165868,1151.489992,1159.175775,1171.594008,79.02206632,3.411501338,72.96484433,76.25010537,79.05887956,81.08117232,84.64717238,20.48802288,0.460558662,19.65087577,20.25004801,20.42580857,20.69199811,21.46193028,0.289295334,0.011288693,0.268406093,0.281375086,0.289317341,0.297002879,0.310421193,295.9234384,1.545786607,293.194251,294.8177001,295.7446294,296.9427285,299.2935366,20.9189584,0.581114076,19.76792649,20.53283921,20.96668514,21.35628196,21.81809673,5.0425586,0.034345235,4.978135087,5.022771709,5.035503203,5.068063346,5.10102746,0.07628017,0.000866198,0.074853461,0.075722355,0.076208369,0.076795674,0.078109818,64.15979407,1.255056586,62.15109832,63.28835699,64.10684192,64.79315423,66.54636846,5.617934368,0.40099439,4.836297111,5.340464751,5.626354401,5.966098756,6.197386126,0.761868836,0.063408351,0.66174288,0.716595303,0.766681345,0.804556312,0.867417672,0.010096794,0.00094465,0.008323023,0.00951934,0.010107217,0.010671218,0.012029525,0.030119097,0.000277334,0.002065346,8.92E-05,0.000535481,1.20E-05,7.56E-06,2.95E-07,0.007734348,4.04E-05,0.000546744,1.52E-05,0.000131794,8.98E-07,1.99E-06,2.26E-08,0.001676901,3.28E-05,0.000146832,1.05E-05,1.99E-05,1.66E-06,2.64E-07,2.47E-08,-74.07303576,-98.58797828,-75.8947912,-98.48727251,-86.43863053,-98.67473328
"USA (Alaska, Subarctic)",3198147.2,9808479.648,69831.45069,9671598.471,9768497.246,9807299.879,9845556.354,9930207.49,506371.0954,12135.64672,482987.2686,499485.6802,505669.5797,512856.5816,533326.6827,787764.0746,18097.11929,759770.6706,773903.0242,788316.2311,798481.6835,825144.2103,986103.0615,27118.69625,933479.9984,966993.5935,984899.3155,1004110.477,1040277.242,2809155.437,11034.33232,2788218.822,2801613.684,2809013.862,2816674.752,2829320.082,131841.1939,2738.08014,127464.222,130114.7657,131559.005,133766.4875,137172.999,228363.665,2634.642182,224034.7798,226501.4473,228500.5759,229912.9663,233097.0823,284305.9232,4113.694866,275976.6591,281914.5138,284380.4397,287301.0428,292805.1083,490507.0914,5535.581472,479197.7462,487062.4298,491036.1656,493934.0924,502420.9348,27376.89193,1371.683687,25289.40601,26467.95787,27195.81088,28184.26909,30467.2663,38033.39621,1282.543841,35452.04913,37315.70312,38089.48748,38921.53807,40039.31813,48933.2138,2022.864044,45061.86786,47431.52981,49018.97843,50344.46368,52721.61487,3.06692564,0.021834971,0.158332642,0.003794587,0.246318892,0.005658626,0.308335733,0.008479502,0.87836965,0.003450227,0.041224242,0.000856146,0.071404989,0.000823803,0.088897072,0.001286274,0.153372269,0.001730871,0.008560235,0.000428899,0.011892322,0.000401027,0.015300488,0.000632511,55.57050583,25.17746027,73.21116273,24.49700491,38.92517933,28.65854399
