area_name,area_km2,C_extracted,C_extracted_SD,C_extracted_lowCI,C_extracted_lowIQR,C_extracted_median,C_extracted_highIQR,C_extracted_highCI,C_extracted_1960_64,C_extracted_SD_1960_64,C_extracted_lowCI_1960_64,C_extracted_lowIQR_1960_64,C_extracted_median_1960_64,C_extracted_highIQR_1960_64,C_extracted_highCI_1960_64,C_extracted_1993_97,C_extracted_SD_1993_97,C_extracted_lowCI_1993_97,C_extracted_lowIQR_1993_97,C_extracted_median_1993_97,C_extracted_highIQR_1993_97,C_extracted_highCI_1993_97,C_extracted_2014_18,C_extracted_SD_2014_18,C_extracted_lowCI_2014_18,C_extracted_lowIQR_2014_18,C_extracted_median_2014_18,C_extracted_highIQR_2014_18,C_extracted_highCI_2014_18,N_extracted,N_extracted_SD,N_extracted_lowCI,N_extracted_lowIQR,N_extracted_median,N_extracted_highIQR,N_extracted_highCI,N_extracted_1960_64,N_extracted_SD_1960_64,N_extracted_lowCI_1960_64,N_extracted_lowIQR_1960_64,N_extracted_median_1960_64,N_extracted_highIQR_1960_64,N_extracted_highCI_1960_64,N_extracted_1993_97,N_extracted_SD_1993_97,N_extracted_lowCI_1993_97,N_extracted_lowIQR_1993_97,N_extracted_median_1993_97,N_extracted_highIQR_1993_97,N_extracted_highCI_1993_97,N_extracted_2014_18,N_extracted_SD_2014_18,N_extracted_lowCI_2014_18,N_extracted_lowIQR_2014_18,N_extracted_median_2014_18,N_extracted_highIQR_2014_18,N_extracted_highCI_2014_18,P_extracted,P_extracted_SD,P_extracted_lowCI,P_extracted_lowIQR,P_extracted_median,P_extracted_highIQR,P_extracted_highCI,P_extracted_1960_64,P_extracted_SD_1960_64,P_extracted_lowCI_1960_64,P_extracted_lowIQR_1960_64,P_extracted_median_1960_64,P_extracted_highIQR_1960_64,P_extracted_highCI_1960_64,P_extracted_1993_97,P_extracted_SD_1993_97,P_extracted_lowCI_1993_97,P_extracted_lowIQR_1993_97,P_extracted_median_1993_97,P_extracted_highIQR_1993_97,P_extracted_highCI_1993_97,P_extracted_2014_18,P_extracted_SD_2014_18,P_extracted_lowCI_2014_18,P_extracted_lowIQR_2014_18,P_extracted_median_2014_18,P_extracted_highIQR_2014_18,P_extracted_highCI_2014_18,C_extracted_perSqKm,C_extracted_perSqKm_SD,C_extracted_perSqKm_1960_64,C_extracted_1960_64_perSqKm_SD,C_extracted_perSqKm_1993_97,C_extracted_1993_97_perSqKm_SD,C_extracted_perSqKm_2014_18,C_extracted_2014_18_perSqKm_SD,N_extracted_perSqKm,N_extracted_perSqKm_SD,N_extracted_perSqKm_1960_64,N_extracted_1960_64_perSqKm_SD,N_extracted_perSqKm_1993_97,N_extracted_1993_97_perSqKm_SD,N_extracted_perSqKm_2014_18,N_extracted_2014_18_perSqKm_SD,P_extracted_perSqKm,P_extracted_perSqKm_SD,P_extracted_perSqKm_1960_64,P_extracted_1960_64_perSqKm_SD,P_extracted_perSqKm_1993_97,P_extracted_1993_97_perSqKm_SD,P_extracted_perSqKm_2014_18,P_extracted_2014_18_perSqKm_SD,C_extracted_perSqKm_60s_90s,C_extracted_perSqKm_90s_10s,N_extracted_perSqKm_60s_90s,N_extracted_perSqKm_90s_10s,P_extracted_perSqKm_60s_90s,P_extracted_perSqKm_90s_10s
USA (East Coast),925223.61,7902695.843,31127.81734,7824022.151,7882937.285,7902524.307,7921083.145,7965778.603,730899.9385,10242.82603,713090.6913,723045.0546,731022.8016,737555.8575,749863.0297,665087.4107,9206.679527,645753.8562,658937.101,664353.9588,671670.1269,680841.296,381491.8112,9765.259246,362224.5696,375515.6549,381701.7322,387602.2409,399507.912,1540688.63,5556.079912,1529875.665,1537374.769,1540936.744,1544056.832,1551135.86,144606.8087,1127.484749,142550.6336,144011.5345,144506.7298,145235.6444,146988.2325,129456.9699,1643.763922,126636.7379,128417.3729,129281.2384,130363.2004,133105.9541,76545.89692,1639.660863,73743.59148,75213.44512,76640.17314,77592.26757,79864.32302,305055.773,3137.51643,299049.7021,302996.8018,304930.5586,307074.7712,311323.9837,32111.24945,1363.051975,29608.71353,31272.23083,32054.8148,33024.62833,34585.32467,25276.66067,1108.8741,23509.91418,24344.42913,25222.36951,26025.8348,27595.42039,14334.77177,829.0129324,12863.86403,13708.82795,14294.3297,15073.66572,15781.70125,8.541390165,0.033643561,0.789971128,0.011070649,0.718839644,0.009950762,0.412323904,0.010554486,1.665206782,0.006005121,0.156293903,0.001218608,0.139919657,0.001776613,0.082732321,0.001772178,0.329710321,0.00339109,0.034706474,0.001473214,0.027319515,0.001198493,0.015493305,0.000896014,-9.004314313,-42.64034998,-10.47657368,-40.87155215,-21.28409482,-43.28850649
USA (Gulf of Mexico),695610.2,5908379.485,83610.68799,5749528.94,5854663.728,5912322.016,5961223.606,6066846.56,401420.1243,16252.83356,369822.4286,390884.0449,402433.1297,411403.4064,431360.4405,469611.8799,24839.37987,426362.6023,451689.6354,470414.793,484812.7399,522639.7567,524346.9977,23402.23791,479652.9716,510200.3771,527009.2345,540837.2933,565071.4401,1237613.513,3696.399906,1230883.725,1234879.341,1237647.288,1240553.327,1244267.565,83349.88037,988.1950119,81486.03446,82631.55599,83373.82289,83898.53253,85073.88757,100019.2047,893.1411549,98254.40473,99314.05839,100026.2069,100750.9528,101671.4396,110090.6665,1378.178731,107441.8547,109239.4817,110059.393,111030.9726,112943.8499,276124.6976,5502.557423,265770.6082,272080.5851,276388.3713,279873.4753,286966.2097,18089.11672,1498.562026,15199.80832,16971.49368,18136.25057,19097.9735,21196.38621,23520.13557,1985.159754,19882.82583,21834.45277,23498.96452,25061.71179,27241.47468,24988.16466,1778.023518,21784.35181,23850.0231,24975.70449,26022.84159,28484.29788,8.493808005,0.120197616,0.577076248,0.023364858,0.675107812,0.035708763,0.753794291,0.033642747,1.779176776,0.005313895,0.119822683,0.001420616,0.143786282,0.001283968,0.158264882,0.001981251,0.396953204,0.007910404,0.026004674,0.002154313,0.033812235,0.002853839,0.035922654,0.002556063,16.98762756,11.65539461,19.99921807,10.06952798,30.02368187,6.241584308
USA (West Coast),822695.84,2215501.144,10532.90407,2192956.857,2209326.171,2216311.256,2223076.265,2233295.8,120972.5642,1887.226085,117309.0547,119781.7552,120989.6912,122132.9863,124465.2638,164965.6361,2056.16242,161378.8727,163707.336,164836.9201,166455.4361,169471.494,148161.1706,2228.716804,142914.8448,146963.12,148061.9116,149747.0336,152153.447,574915.6239,3802.418422,568424.9963,572675.6205,574923.8684,577372.1916,582502.6085,28734.58928,304.2556026,28151.71509,28526.38663,28758.38601,28928.17947,29244.91421,42575.97093,1082.23207,40755.58518,41815.03827,42573.46825,43185.0636,44863.16609,40135.42477,1122.42182,38247.12144,39230.7419,40301.96373,40920.51885,42182.08292,129332.9523,3350.874195,123250.7885,127007.5272,129543.7619,131849.8442,135675.6347,5621.577033,157.338875,5320.887654,5508.309481,5608.687649,5744.987118,5884.162349,9943.998618,1173.586023,7936.839432,9059.796325,9741.68436,10695.10176,12289.57543,9550.052663,1109.383332,7537.419579,8786.633988,9551.88777,10299.52986,11519.02647,2.692977206,0.012802914,0.147044094,0.002293954,0.200518379,0.002499298,0.180092281,0.002709041,0.69881917,0.004621901,0.034927355,0.000369828,0.051751776,0.00131547,0.048785253,0.001364322,0.15720628,0.004073041,0.006833117,0.000191248,0.01208709,0.001426513,0.011608242,0.001348473,36.36615645,-10.1866461,48.16975634,-5.732214921,76.88983998,-3.961645313
Ukraine,133413.74,482451.2818,2402.445854,478481.8458,480792.2151,482270.9801,484356.8435,486920.0082,16186.66051,325.6632214,15633.42475,15950.27549,16203.60249,16378.04641,16865.9543,22801.22966,256.2967546,22337.39069,22670.62804,22787.17611,22959.09435,23299.85161,21077.57552,618.3072104,19993.63663,20643.8818,21033.26828,21516.96056,22233.64202,113478.7836,1220.287094,111054.2693,112681.7877,113579.7345,114268.7075,115812.8695,4055.515927,111.4700818,3860.550731,3971.330092,4050.812658,4132.291029,4264.28464,5277.25833,149.6566407,4980.173875,5189.364617,5289.43826,5382.58677,5500.393039,5568.958143,107.8219749,5365.848825,5486.956517,5576.062386,5657.200978,5744.033587,29874.55415,1079.588331,27672.76702,29251.41182,29916.84386,30462.56283,31868.63282,1000.944494,77.45664221,869.5414896,935.3409624,999.6145823,1042.054665,1149.31131,1422.794115,104.9097516,1235.203786,1360.452063,1416.415338,1484.20332,1622.528508,1160.775519,50.27678326,1065.455266,1125.032083,1155.328289,1193.401433,1263.730887,3.616203862,0.018007484,0.121326788,0.002441002,0.170906158,0.001921067,0.157986543,0.004634509,0.850577936,0.009146637,0.030398038,0.000835522,0.039555583,0.001121748,0.041742014,0.000808177,0.223924119,0.008092033,0.007502559,0.000580575,0.010664525,0.000786349,0.00870057,0.000376849,40.8643225,-7.559478883,30.12544953,5.527487843,42.14515623,-18.41577734
United Arab Emirates,54446.17,6940.263742,71.79290456,6824.300589,6892.255551,6934.211404,6984.053951,7093.441783,48.69430639,4.185368459,42.18190445,45.84569027,48.51032027,51.28154961,57.94574678,4.47E-09,8.02E-10,3.15E-09,3.98E-09,4.41E-09,5.02E-09,5.84E-09,2220.97972,46.69239909,2135.280348,2188.4891,2216.67777,2254.926034,2315.086535,2177.027418,6.955692692,2163.142067,2172.934055,2176.952419,2181.388626,2189.4836,12.42382198,0.753166214,10.91573664,11.97068222,12.3762503,12.90251011,13.89093652,1.12E-09,1.38E-10,8.50E-10,1.03E-09,1.12E-09,1.22E-09,1.34E-09,712.2514256,5.216611921,702.7447804,708.5628515,712.4721075,715.3158885,721.8145007,352.8372581,9.133760241,336.8074988,345.3655201,352.4328256,359.5889241,370.1153458,3.069194872,0.490241204,2.111881388,2.815599035,3.003630333,3.343413695,3.962807597,2.60E-10,8.04E-11,1.30E-10,2.09E-10,2.43E-10,3.15E-10,4.39E-10,98.15861621,4.830772404,90.85614411,94.76224123,97.53612691,101.2621098,107.3790988,0.127470192,0.001318603,0.000894357,7.69E-05,8.21E-14,1.47E-14,0.040792212,0.000857588,0.039984951,0.000127754,0.000228185,1.38E-05,2.06E-14,2.53E-15,0.013081754,9.58E-05,0.006480479,0.000167758,5.64E-05,9.00E-06,4.77E-15,1.48E-15,0.001802856,8.87E-05,-99.99999999,4.97089E+13,-99.99999999,6.33592E+13,-99.99999999,3.78157E+13
United Arab Emirates (Fujairah),4423.95,1965.906533,24.61979085,1912.812779,1949.292272,1965.499933,1981.236525,2019.877154,3.023459633,0.349068974,2.366652579,2.820042601,2.972616277,3.23215497,3.758831167,0.002646392,9.78E-05,0.00248047,0.002577126,0.002647284,0.002715405,0.002829194,178.1907982,4.483353407,170.9421342,175.1641189,177.6192111,181.5811128,188.0357877,612.6097266,1.587073686,610.1026852,611.6441338,612.4966563,613.3834866,615.9904989,0.750558963,0.053217182,0.662319843,0.71476762,0.744890401,0.787160578,0.851554896,0.000644339,7.22E-06,0.000633611,0.000638649,0.000643745,0.000649077,0.000660555,50.02314095,0.226779448,49.5741371,49.88954551,50.02996378,50.16409477,50.44869343,102.1574612,4.454081497,94.39491024,98.7428048,102.4353041,104.9818638,110.5717811,0.184117801,0.032782139,0.130209947,0.162172195,0.178593426,0.204841777,0.252789427,9.52E-05,9.32E-06,7.75E-05,8.97E-05,9.43E-05,0.000101154,0.000109928,6.745571536,0.473666253,5.843588136,6.460552653,6.725950806,7.043997376,7.733852927,0.444378108,0.005565115,0.00068343,7.89E-05,5.98E-07,2.21E-08,0.040278665,0.001013428,0.138475735,0.000358746,0.000169658,1.20E-05,1.46E-07,1.63E-09,0.011307348,5.13E-05,0.023091911,0.001006811,4.16E-05,7.41E-06,2.15E-08,2.11E-09,0.001524785,0.000107069,-99.9124714,6733248.771,-99.91415205,7763375.81,-99.94831345,7088254.479
Uruguay,162922.24,490122.7541,3169.586703,484110.1112,488154.856,490310.2048,491765.9458,496430.1134,8439.594775,238.9403541,8003.055922,8271.686289,8403.233863,8600.256068,8954.3505,59257.92575,1014.110739,57382.22902,58513.58125,59327.9548,59968.06695,61256.36325,53644.39291,861.2430384,52081.15933,53116.29949,53670.4894,54190.14089,55377.5464,129233.6958,378.9085606,128577.9747,128956.5063,129192.4833,129535.5938,129905.0263,2146.275299,45.29544196,2069.374058,2119.831416,2144.87021,2172.606596,2237.453062,15532.64948,111.8757797,15307.10174,15467.15525,15539.44082,15594.32729,15772.30244,14077.43904,204.4066901,13712.00811,13936.27898,14080.25424,14222.83606,14429.82903,31135.909,553.146204,30242.28394,30739.22853,31068.58192,31490.2699,32239.89412,502.5401749,32.39165308,442.5081398,483.2175511,502.1334918,523.6964115,575.4270196,3927.288006,210.4751719,3583.552271,3788.756003,3930.284238,4063.355265,4329.712785,2810.692289,101.6007473,2627.644455,2751.999837,2806.476002,2881.932848,3003.275246,3.008323199,0.019454598,0.051801367,0.001466591,0.363719071,0.006224508,0.329263782,0.005286221,0.793223171,0.002325702,0.013173618,0.000278019,0.09533781,0.000686682,0.086405877,0.001254627,0.191109016,0.003395155,0.00308454,0.000198817,0.024105291,0.001291875,0.017251741,0.000623615,602.1418366,-9.473049832,623.7025694,-9.368719996,681.4873721,-28.43172478
Vanuatu,811191.39,50424.33653,548.5782264,49411.48519,49997.20987,50453.70619,50718.93981,51441.34218,3153.282504,157.7626698,2867.983859,3042.173002,3155.784484,3248.454469,3473.680629,3984.007157,83.22286064,3826.788046,3922.128979,3982.928391,4035.113695,4167.529463,4800.476286,42.67787607,4720.79177,4773.122194,4800.672701,4829.215431,4873.880666,12381.70776,99.25226144,12181.21927,12325.54644,12388.49321,12449.6882,12567.6359,771.8394813,26.93876958,725.876146,749.7552221,771.2370363,791.5553192,825.1737109,979.9397732,22.87158144,938.7313608,962.7896773,980.4654792,995.3519026,1020.23984,1168.209784,2.442599916,1162.952227,1166.663595,1168.379852,1169.846325,1172.731437,2273.418902,63.991369,2168.06104,2231.669158,2265.74525,2314.572504,2416.339979,150.2607554,16.32868033,123.2919579,139.0090895,149.5425036,159.9926288,183.3717627,178.9904849,12.70860041,157.5954314,169.5813391,178.4725462,186.2505525,206.3252126,174.9430021,4.832923018,165.7371281,172.125059,175.0427527,177.9581851,183.7868431,0.062160838,0.000676262,0.003887224,0.000194483,0.004911304,0.000102593,0.00591781,5.26E-05,0.015263608,0.000122354,0.000951489,3.32E-05,0.001208025,2.82E-05,0.001440116,3.01E-06,0.002802568,7.89E-05,0.000185235,2.01E-05,0.000220651,1.57E-05,0.000215662,5.96E-06,26.34475823,20.49366623,26.96160237,19.21240633,19.11991551,-2.261283789
Venezuela,472907.81,224834.4138,1596.388265,221907.8667,223715.6043,224857.2166,225884.8972,227940.8414,3932.898775,120.8763441,3709.514945,3855.083747,3930.734375,3999.914779,4185.230923,35162.85025,460.8736106,34296.24381,34861.90413,35139.0993,35429.9321,36125.5343,5530.234989,69.79574822,5400.956851,5482.750232,5526.622194,5576.416932,5665.706478,59377.65405,233.1370997,58918.29973,59253.6459,59375.62144,59534.65797,59814.39707,1070.458966,18.92915206,1038.278994,1056.249825,1068.743914,1081.232828,1103.094329,9362.908183,59.79097721,9240.576792,9324.809224,9368.322861,9401.649017,9465.106456,1390.033943,10.62703662,1370.513662,1382.907608,1390.894505,1397.294157,1411.76753,10812.67191,161.2349097,10493.72178,10674.22168,10814.55229,10912.30685,11114.14173,244.4760009,8.596453431,232.0620923,238.2128942,243.1864196,250.1612517,261.6289105,1627.273314,45.15556033,1543.091579,1600.518311,1628.299282,1656.005236,1725.101692,213.3817709,9.11458959,198.3194354,205.5357805,213.7598483,219.3111629,230.5028374,0.475429691,0.003375686,0.008316417,0.000255602,0.074354556,0.000974553,0.011694108,0.000147588,0.125558624,0.000492986,0.002263568,4.00E-05,0.019798591,0.000126433,0.002939334,2.25E-05,0.022864228,0.000340944,0.000516963,1.82E-05,0.003440995,9.55E-05,0.000451212,1.93E-05,794.0695468,-84.2725065,774.6629695,-85.15382277,565.6167919,-86.88715847
Viet Nam,1441986.13,4601260.687,25204.19589,4553200.964,4585201.382,4600192.719,4618775.853,4648246.296,11902.34351,515.1712484,11020.62405,11568.50568,11842.43498,12254.39016,12978.70352,290463.386,3460.524377,284062.7858,287822.1494,290571.1916,292818.1766,296206.3994,1452312.555,20046.37618,1419019.247,1437331.202,1450314.548,1467135.465,1487791.241,1221688.082,4835.572194,1213624.454,1217696.689,1221614.82,1224662.558,1231498.674,3147.064218,85.93441492,2994.237251,3081.699698,3154.086856,3206.749646,3314.352616,77455.44311,661.6844751,76196.85678,77022.15801,77424.81478,77836.55354,78777.86884,384453.4575,3264.44561,378919.0896,382151.2887,384358.5984,386767.4321,390829.3406,273475.7325,2728.995251,268598.7895,271670.178,273431.7491,275043.4504,278618.8882,692.9974879,59.3454897,604.4372389,654.6168224,687.175997,727.750672,810.5734436,17768.67912,307.6036001,17243.77337,17551.08733,17760.27578,17959.20542,18323.55842,85345.02852,2116.663927,81554.47147,83999.84238,85111.53907,86629.03714,89893.37428,3.190918825,0.017478806,0.008254132,0.000357265,0.201432857,0.002399832,1.007161251,0.01390192,0.847225959,0.003353411,0.002182451,5.96E-05,0.053714416,0.00045887,0.266613839,0.002263854,0.189652124,0.001892525,0.000480585,4.12E-05,0.012322365,0.000213319,0.059185749,0.001467881,2340.388195,399.9984937,2361.196777,396.3543452,2464.032255,380.3116088
Wake Isl. (USA),407238.08,8456.014983,131.6874663,8190.331803,8357.617297,8450.148538,8548.281816,8727.873105,531.6401552,29.428862,474.1438509,513.8676902,530.0037607,551.8764728,589.3715779,4.190255729,0.090593686,4.021274585,4.123569077,4.189771821,4.254282438,4.340147945,3.661504974,0.095620198,3.493036215,3.599260627,3.662764739,3.728645343,3.837040817,2078.568645,28.98269126,2024.897595,2056.611803,2076.948027,2098.139918,2132.027479,131.9879658,5.059577846,122.8033638,127.9720949,131.6747528,136.2524632,141.2648234,1.037002945,0.011107575,1.020954418,1.027113191,1.036577617,1.042955216,1.061268372,0.914512306,0.020696959,0.881794689,0.900365277,0.911508872,0.929794267,0.954956311,422.8949671,14.59291151,396.1974841,412.8817187,424.9028512,431.0687403,452.2436849,31.15030554,3.509835775,25.28494836,28.68008172,30.66552592,33.7414397,38.70493635,0.183017035,0.010935672,0.163578454,0.174268211,0.182181774,0.191243767,0.204021315,0.187462278,0.013520954,0.16421854,0.178090247,0.186464519,0.196170482,0.213579145,0.020764303,0.000323367,0.001305478,7.23E-05,1.03E-05,2.22E-07,8.99E-06,2.35E-07,0.005104063,7.12E-05,0.000324105,1.24E-05,2.55E-06,2.73E-08,2.25E-06,5.08E-08,0.001038447,3.58E-05,7.65E-05,8.62E-06,4.49E-07,2.69E-08,4.60E-07,3.32E-08,-99.21182482,-12.61857963,-99.21432008,-11.81198565,-99.41247114,2.428868323
Wallis & Futuna Isl. (France),261314.75,16200.86209,131.1531029,15937.76534,16119.66993,16208.85298,16276.40152,16440.6366,920.9934158,41.32856719,850.2644291,896.4607133,920.5843388,945.2727149,1003.296555,1941.997982,29.57341691,1886.866402,1922.038111,1940.881103,1963.601444,2002.759805,2088.497768,16.22391899,2057.036736,2078.09204,2089.723883,2097.657342,2121.425079,3925.85717,22.21546763,3881.63006,3912.295407,3927.022497,3941.296636,3959.845635,222.3601349,6.302973162,211.5164526,217.2870654,222.61135,226.8244336,235.0492591,469.2258189,6.292231188,458.3219424,464.9679769,468.8377094,473.1517186,480.4752381,498.7294137,0.804731016,497.4437648,498.1304911,498.5888679,499.3598037,500.3767991,678.822888,15.81833573,650.2358159,668.3536442,679.4103194,686.8159585,712.4998094,41.30980328,4.406657636,34.36871506,38.12612077,40.30350379,44.81204237,50.41546978,75.06496819,3.810606817,68.52751141,72.44460631,74.74932572,77.35795841,83.6076852,72.74402823,1.602824629,69.58553775,71.71470663,72.77574414,73.84459624,75.59573511,0.061997503,0.000501897,0.00352446,0.000158156,0.007431643,0.000113172,0.007992269,6.21E-05,0.015023481,8.50E-05,0.000850928,2.41E-05,0.001795635,2.41E-05,0.001908539,3.08E-06,0.002597721,6.05E-05,0.000158084,1.69E-05,0.000287259,1.46E-05,0.000278377,6.13E-06,110.8590516,7.543766128,111.0206576,6.287717673,81.71223835,-3.091908269
Yemen (Arabian Sea),178820.23,88348.85683,1049.084935,86500.12356,87560.77124,88340.1489,89102.92875,90300.22602,214.4564534,14.44878625,191.8977143,203.8078807,213.9508457,223.3580579,247.6578245,6099.462456,251.0874095,5670.626452,5896.213966,6093.617578,6245.466434,6659.061995,839.9144162,24.24642569,799.4868132,823.6779877,840.564377,855.7662982,885.777277,22270.84885,200.8426511,21885.25892,22150.91825,22268.69712,22387.71761,22697.37543,53.72581566,2.265625338,49.10554871,52.52117528,53.7865621,55.24148968,57.97482823,1532.319587,47.1539667,1458.424096,1494.789424,1531.272209,1566.39276,1627.640708,215.9269866,4.375962575,206.9317333,213.0413531,216.1194165,219.0754184,223.6401715,5106.629096,125.3702496,4886.175857,5017.092824,5100.982722,5186.837935,5343.25995,12.04645738,1.789230226,9.166579768,10.87112484,11.93588085,13.0237755,15.65253768,342.4886806,25.71067813,292.2745891,327.9551807,342.4562986,358.2912992,391.366546,49.39586219,2.738093605,45.19617029,47.53334696,48.95951722,51.09518888,54.51422862,0.494065223,0.005866702,0.001199285,8.08E-05,0.034109465,0.001404133,0.004696976,0.000135591,0.124543229,0.001123154,0.000300446,1.27E-05,0.008569051,0.000263695,0.001207509,2.45E-05,0.028557334,0.000701097,6.74E-05,1.00E-05,0.001915268,0.000143779,0.000276232,1.53E-05,2744.149643,-86.22969774,2752.11042,-85.90848877,2743.065557,-85.5773738
Yemen (Red Sea),35676.95,21637.17227,240.027419,21179.29666,21475.74898,21645.08428,21793.66211,22076.53057,34.7088255,2.978001612,29.19437338,32.73274879,34.67612528,35.81352902,40.55236288,2352.648552,58.02329309,2249.900318,2314.825484,2345.053207,2386.99,2463.556961,1780.138013,52.79351238,1683.88517,1746.009808,1783.989099,1812.82151,1891.144569,6088.58368,37.55209462,6015.550388,6063.066553,6090.437247,6117.822531,6152.508928,8.741017015,0.504808264,7.751864226,8.428527291,8.671835172,9.065539267,9.893709536,665.4727025,9.274205991,648.4373358,659.7777123,665.0341418,671.4151811,684.1850762,493.139945,10.87079421,468.2038068,487.1420519,493.1139125,500.872393,510.9193861,1498.722395,20.41345137,1462.867901,1484.686251,1496.758214,1511.438841,1538.924746,2.189486659,0.350692789,1.660766511,1.961055388,2.159082077,2.420395163,2.943194915,173.6459669,5.66833288,164.6775283,169.3608723,172.8591582,177.438886,185.5277416,117.0639329,5.62325809,108.2817902,112.8509249,116.2214639,121.4402552,127.4765577,0.606474832,0.006727801,0.000972864,8.35E-05,0.065943096,0.001626352,0.049896026,0.001479765,0.17065875,0.001052559,0.000245005,1.41E-05,0.018652735,0.00025995,0.013822368,0.000304701,0.042008142,0.000572175,6.14E-05,9.83E-06,0.004867175,0.000158879,0.00328122,0.000157616,6678.24305,-24.33472431,7513.218249,-25.8962925,7830.898604,-32.58470954
Bosnia & Herzegovina,13.18,0.1035695,0.003017836,0.098642207,0.101472218,0.10375466,0.105253817,0.110375003,0,0,0,0,0,0,0,0.018927833,0.002718787,0.014457387,0.017039959,0.019168136,0.020354662,0.024074716,0,0,0,0,0,0,0,0.025872951,0.000416628,0.025244818,0.025570267,0.025862057,0.026116214,0.026738677,0,0,0,0,0,0,0,0.004963379,0.000394426,0.004362817,0.004661792,0.004928493,0.005181927,0.005834517,0,0,0,0,0,0,0,0.003741984,0.000185075,0.003390433,0.003587023,0.003761712,0.003881124,0.004082573,0,0,0,0,0,0,0,0.000697855,0.000138271,0.000486173,0.000602894,0.000681979,0.000773943,0.001013895,0,0,0,0,0,0,0,0.00785808,0.000228971,0,0,0.001436103,0.000206281,0,0,0.001963046,3.16E-05,0,0,0.000376584,2.99E-05,0,0,0.000283914,1.40E-05,0,0,5.29E-05,1.05E-05,0,0,Inf,-100,Inf,-100,Inf,-100
Canada (Arctic),3049736.32,0.00661213,0.00116621,0.004945357,0.005726493,0.00643916,0.007402139,0.008848447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80E-05,8.61E-06,2.39E-05,3.18E-05,3.76E-05,4.35E-05,5.45E-05,0.001623581,0.000197879,0.001285258,0.001506145,0.001635393,0.00174587,0.002014216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45E-06,1.40E-06,7.10E-06,8.53E-06,9.35E-06,1.02E-05,1.26E-05,0.000393066,0.000145008,0.00018098,0.000275952,0.000379789,0.000460314,0.000694928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37E-06,1.02E-06,8.93E-07,1.66E-06,2.08E-06,2.97E-06,4.75E-06,2.17E-09,3.82E-10,0,0,0,0,1.25E-11,2.82E-12,5.32E-10,6.49E-11,0,0,0,0,3.10E-12,4.59E-13,1.29E-10,4.75E-11,0,0,0,0,7.78E-13,3.34E-13,,Inf,,Inf,,Inf
Juan Fernandez Islands (Chile),503123.95,599995.6172,4711.528385,591229.4037,596974.104,599813.7361,603237.6542,609932.6681,366.5973452,7.013141347,353.7846893,361.6871709,367.6349898,371.2567034,379.2573576,171794.1177,3645.54908,164177.8731,169239.6277,172046.628,174377.0557,178224.125,22132.71224,550.6638806,21006.30473,21879.74086,22151.72254,22519.44036,23131.67108,136104.1588,217.9230357,135653.2293,135960.8326,136112.29,136239.0588,136535.3545,83.40124301,0.29819033,82.79918523,83.22317862,83.37208391,83.59381507,83.95806012,38901.51277,135.8404825,38643.33625,38815.26207,38904.63911,38965.99767,39208.05653,5010.675638,20.83337429,4970.434863,4996.894449,5009.264135,5024.162126,5053.008998,33651.7651,821.1019514,32065.61212,33140.2024,33591.12757,34032.21231,35308.39878,20.82046367,1.346750095,18.36681264,19.79900609,20.81601992,21.69054327,23.47779296,9636.420347,597.3615479,8641.062566,9221.001769,9571.874095,9944.258704,11044.5003,1245.715005,92.34957627,1098.844481,1171.883088,1247.765775,1304.88109,1441.031355,1.192540361,0.009364548,0.000728642,1.39E-05,0.34145486,0.007245827,0.043990576,0.00109449,0.270518147,0.00043314,0.000165767,5.93E-07,0.077319938,0.000269994,0.009959128,4.14E-05,0.066885635,0.001632007,4.14E-05,2.68E-06,0.019153174,0.001187305,0.00247596,0.000183552,46761.80081,-87.11672289,46543.80453,-87.11958666,46183.40896,-87.07284489
